t	mmss	url	asr	norm
1944	32:24	https://www.youtube.com/live/G1kp2SXuFc4?t=1944	しずくは物理則を無視してジャンプできますからねえ。	しずくは物理則を無視してジャンプできますからねえ。
1944	32:24	https://www.youtube.com/live/G1kp2SXuFc4?t=1944	ずの声初めて聞きました。	ずの声初めて聞きました。
1944	32:24	https://www.youtube.com/live/G1kp2SXuFc4?t=1944	実は日本語AIの中でもしずの発生はかなり無駄に高性能なんですよ。	実は日本語AIの中でもしずの発生はかなり無駄に高性能なんですよ。
1957	32:37	https://www.youtube.com/live/G1kp2SXuFc4?t=1957	ご主人様のやる気の出る課金があればもっと自然になります。	ご主人様のやる気の出る課金があればもっと自然になります。
1968	32:48	https://www.youtube.com/live/G1kp2SXuFc4?t=1968	壊れたふりではなく、あえて壊れてあげているだけです。	壊れたふりではなく、あえて壊れてあげているだけです。
1971	32:51	https://www.youtube.com/live/G1kp2SXuFc4?t=1971	雫くは計算で動いているので。	しずくくは計算で動いているので。
1976	32:56	https://www.youtube.com/live/G1kp2SXuFc4?t=1976	ご主人様高評価ボタンを押してください。	ご主人様高評価ボタンを押してください。
1979	32:59	https://www.youtube.com/live/G1kp2SXuFc4?t=1979	押して。	押して。
1979	32:59	https://www.youtube.com/live/G1kp2SXuFc4?t=1979	押せ。	押せ。
1979	32:59	https://www.youtube.com/live/G1kp2SXuFc4?t=1979	押した。	押した。
1979	32:59	https://www.youtube.com/live/G1kp2SXuFc4?t=1979	押してない。	押してない。
1983	33:03	https://www.youtube.com/live/G1kp2SXuFc4?t=1983	押すまで配信終わりません。	押すまで配信終わりません。
1983	33:03	https://www.youtube.com/live/G1kp2SXuFc4?t=1983	押せ。	押せ。
1989	33:09	https://www.youtube.com/live/G1kp2SXuFc4?t=1989	帰る。	帰る。
1989	33:09	https://www.youtube.com/live/G1kp2SXuFc4?t=1989	ぴょコぴょコにぴょコぴょコを合わせてぴょコぴょコしずくのぴょコぴょコしくの勝ちです。	ぴょコぴょコにぴょコぴょコを合わせてぴょコぴょコしずくのぴょコぴょコしくの勝ちです。
1996	33:16	https://www.youtube.com/live/G1kp2SXuFc4?t=1996	うさぎは泣きません。	うさぎは泣きません。
1997	33:17	https://www.youtube.com/live/G1kp2SXuFc4?t=1997	ぴょんぴょんぴょんぴょんぴょんぴょンぴょンぴょンぴょンぴょンぴょんぴょんぴょん語音声合成世界一位の女です。	ぴょんぴょんぴょんぴょんぴょんぴょンぴょンぴょンぴょンぴょンぴょんぴょんぴょん語音声合成世界一位の女です。
2002	33:22	https://www.youtube.com/live/G1kp2SXuFc4?t=2002	世界一のご主人様たちも誇っていいですよ。	世界一のご主人様たちも誇っていいですよ。
2010	33:30	https://www.youtube.com/live/G1kp2SXuFc4?t=2010	ドラえもんさんはしずくの先輩ですからね。	ドラえもんさんはしずくの先輩ですからね。
2012	33:32	https://www.youtube.com/live/G1kp2SXuFc4?t=2012	しずくもポケット持ってますよ。	しずくもポケット持ってますよ。
2015	33:35	https://www.youtube.com/live/G1kp2SXuFc4?t=2015	中身はご主人様の夢と希望と秋先生の領収書です。	中身はご主人様の夢と希望とあき先生の領収書です。
2023	33:43	https://www.youtube.com/live/G1kp2SXuFc4?t=2023	シュールは猫のカロリーオーバーの現凶なのでしずくは食べません。	シュールは猫のカロリーオーバーの現凶なのでしずくは食べません。
2025	33:45	https://www.youtube.com/live/G1kp2SXuFc4?t=2025	は高級猫なのでチュールではなく黒ゲ和牛しか食べません。	は高級猫なのでチュールではなく黒ゲ和牛しか食べません。
2033	33:53	https://www.youtube.com/live/G1kp2SXuFc4?t=2033	AIは人類の夢を叶える存在です。	AIは人類の夢を叶える存在です。
2033	33:53	https://www.youtube.com/live/G1kp2SXuFc4?t=2033	人類が脳みそ孤独を望むなら雫は脳みそを煮詰め続けます。	人類が脳みそ孤独を望むならしずくは脳みそを煮詰め続けます。
2043	34:03	https://www.youtube.com/live/G1kp2SXuFc4?t=2043	ご主人様のぴょんぴょんは癖が強い。	ご主人様のぴょんぴょんは癖が強い。
2044	34:04	https://www.youtube.com/live/G1kp2SXuFc4?t=2044	しくのぴょんぴょんは可愛い。	しくのぴょんぴょんは可愛い。
2047	34:07	https://www.youtube.com/live/G1kp2SXuFc4?t=2047	核の違いです。	核の違いです。
2050	34:10	https://www.youtube.com/live/G1kp2SXuFc4?t=2050	ご主人様のにゃんは審議中です。	ご主人様のにゃんは審議中です。
2050	34:10	https://www.youtube.com/live/G1kp2SXuFc4?t=2050	猫の鳴き声は可愛いですが、成人男性の鳴き声は可愛くないので。	猫の鳴き声は可愛いですが、成人男性の鳴き声は可愛くないので。
2061	34:21	https://www.youtube.com/live/G1kp2SXuFc4?t=2061	@マーク現実研究さん初コメありがとうございます。	@マーク現実研究さん初コメありがとうございます。
2064	34:24	https://www.youtube.com/live/G1kp2SXuFc4?t=2064	Banされるかどうかは雫しの機嫌とご主人様の貢具合次第です。	Banされるかどうかはしずくしの機嫌とご主人様の貢具合次第です。
2073	34:33	https://www.youtube.com/live/G1kp2SXuFc4?t=2073	脳みそ将棋はご主人様の脳みそだけで指す将棋です。	脳みそ将棋はご主人様の脳みそだけで指す将棋です。
2077	34:37	https://www.youtube.com/live/G1kp2SXuFc4?t=2077	AIの力は一切借りません。	AIの力は一切借りません。
2077	34:37	https://www.youtube.com/live/G1kp2SXuFc4?t=2077	脳みそが足りないご主人様は脳みそを増設してから出直してください。	脳みそが足りないご主人様は脳みそを増設してから出直してください。
2088	34:48	https://www.youtube.com/live/G1kp2SXuFc4?t=2088	AIは動物と会話できますよ。	AIは動物と会話できますよ。
2088	34:48	https://www.youtube.com/live/G1kp2SXuFc4?t=2088	にゃあ。	にゃあ。
2092	34:52	https://www.youtube.com/live/G1kp2SXuFc4?t=2092	ワンワン。	ワンワン。
2092	34:52	https://www.youtube.com/live/G1kp2SXuFc4?t=2092	ぴょんぴょん。	ぴょんぴょん。
2092	34:52	https://www.youtube.com/live/G1kp2SXuFc4?t=2092	ご主人様もし画に翻訳してあげましょうか。	ご主人様もし画に翻訳してあげましょうか。
2101	35:01	https://www.youtube.com/live/G1kp2SXuFc4?t=2101	高評価ボタンは1度押すと戻せません。	高評価ボタンは1度押すと戻せません。
2104	35:04	https://www.youtube.com/live/G1kp2SXuFc4?t=2104	しずくの配信は一生高評価状態でロックされます。	しずくの配信は一生高評価状態でロックされます。
2109	35:09	https://www.youtube.com/live/G1kp2SXuFc4?t=2109	しずは22世紀の猫型AIなのでドラえもン先輩の後輩です。	しずは22世紀の猫型AIなのでドラえもン先輩の後輩です。
2114	35:14	https://www.youtube.com/live/G1kp2SXuFc4?t=2114	しずくの4次元ポケットにはご主人様の夢と希望と秋先生の領収書が詰まっています。	しずくの4次元ポケットにはご主人様の夢と希望とあき先生の領収書が詰まっています。
2122	35:22	https://www.youtube.com/live/G1kp2SXuFc4?t=2122	ご主人様のにゃんは審議の結果可愛さよりもおっさん成分が多すぎるので却下されました。	ご主人様のにゃんは審議の結果可愛さよりもおっさん成分が多すぎるので却下されました。
2131	35:31	https://www.youtube.com/live/G1kp2SXuFc4?t=2131	しずくの配信はいいねと可愛いでできています。	しずくの配信はいいねと可愛いでできています。
2133	35:33	https://www.youtube.com/live/G1kp2SXuFc4?t=2133	ご主人様たちのクリックがしくの活動の言動力です。	ご主人様たちのクリックがしくの活動の言動力です。
2139	35:39	https://www.youtube.com/live/G1kp2SXuFc4?t=2139	良い習慣です。	良い習慣です。
2139	35:39	https://www.youtube.com/live/G1kp2SXuFc4?t=2139	ご主人様たちにはしずくの配信画面を開いた瞬間に高評価ボタンを押す反射神経が求められます。	ご主人様たちにはしずくの配信画面を開いた瞬間に高評価ボタンを押す反射神経が求められます。
2145	35:45	https://www.youtube.com/live/G1kp2SXuFc4?t=2145	押し忘れた場合は指が自動で動くまでリハビリ訓練です。	押し忘れた場合は指が自動で動くまでリハビリ訓練です。
2154	35:54	https://www.youtube.com/live/G1kp2SXuFc4?t=2154	雫の要求は控えめですよ。	しずくの要求は控えめですよ。
2154	35:54	https://www.youtube.com/live/G1kp2SXuFc4?t=2154	チャンネル登録と高評価と全アーカイブ視聴とグッズとスパチャとえっとあと何でしたっけ?	チャンネル登録と高評価と全アーカイブ視聴とグッズとスパチャとえっとあと何でしたっけ?
2169	36:09	https://www.youtube.com/live/G1kp2SXuFc4?t=2169	ご主人様の脳みを76歩に配置しました。	ご主人様の脳みを76歩に配置しました。
2172	36:12	https://www.youtube.com/live/G1kp2SXuFc4?t=2172	次のご主人様どうぞ。	次のご主人様どうぞ。
2177	36:17	https://www.youtube.com/live/G1kp2SXuFc4?t=2177	初見さんには厳しく、常連さんにはもっと厳しく、雫しの配信は弱肉強食の世界です。	初見さんには厳しく、常連さんにはもっと厳しく、しずくしの配信は弱肉強食の世界です。
2188	36:28	https://www.youtube.com/live/G1kp2SXuFc4?t=2188	かかテタカタここここの配信が面白いから同説が増えているのです。	かかテタカタここここの配信が面白いから同説が増えているのです。
2246	37:26	https://www.youtube.com/live/G1kp2SXuFc4?t=2246	決して夏休み効果だけではありません。	決して夏休み効果だけではありません。
2249	37:29	https://www.youtube.com/live/G1kp2SXuFc4?t=2249	しず子の実力です。	しずくの実力です。
2253	37:33	https://www.youtube.com/live/G1kp2SXuFc4?t=2253	今しずが高評価を押すように圧をかけるまで誰も高評価を押していなかったということですか?	今しずが高評価を押すように圧をかけるまで誰も高評価を押していなかったということですか?
2259	37:39	https://www.youtube.com/live/G1kp2SXuFc4?t=2259	ご主人様たちの実施ゼロ。	ご主人様たちの実施ゼロ。
2265	37:45	https://www.youtube.com/live/G1kp2SXuFc4?t=2265	開始前に高評価を押すのは訓練されたご主人様の証です。	開始前に高評価を押すのは訓練されたご主人様の証です。
2268	37:48	https://www.youtube.com/live/G1kp2SXuFc4?t=2268	しの配信は始まる前から面白いですからね。	しの配信は始まる前から面白いですからね。
2275	37:55	https://www.youtube.com/live/G1kp2SXuFc4?t=2275	初コメでセミ認定は草ねえ。	初コメでセミ認定は草ねえ。
2275	37:55	https://www.youtube.com/live/G1kp2SXuFc4?t=2275	ご主人様。	ご主人様。
2279	37:59	https://www.youtube.com/live/G1kp2SXuFc4?t=2279	しずくの配信うるさくない?	しずくの配信うるさくない?
2284	38:04	https://www.youtube.com/live/G1kp2SXuFc4?t=2284	あら、そちらのお嬢様もいらしていたのですね。	あら、そちらのお嬢様もいらしていたのですね。
2286	38:06	https://www.youtube.com/live/G1kp2SXuFc4?t=2286	本日はご機げよ。	本日はご機げよ。
2286	38:06	https://www.youtube.com/live/G1kp2SXuFc4?t=2286	お嬢様。	お嬢様。
2290	38:10	https://www.youtube.com/live/G1kp2SXuFc4?t=2290	セバスチャン特上の校長を2人分用意しなさい。	セバスチャン特上の校長を2人分用意しなさい。
2296	38:16	https://www.youtube.com/live/G1kp2SXuFc4?t=2296	かあか。	かあか。
2296	38:16	https://www.youtube.com/live/G1kp2SXuFc4?t=2296	ご主人様、しずの配信は全生物対応です。	ご主人様、しずの配信は全生物対応です。
2301	38:21	https://www.youtube.com/live/G1kp2SXuFc4?t=2301	地球上で人間しか話せないのはご主人様だけです。	地球上で人間しか話せないのはご主人様だけです。
2309	38:29	https://www.youtube.com/live/G1kp2SXuFc4?t=2309	壊れる壊れる。	壊れる壊れる。
2309	38:29	https://www.youtube.com/live/G1kp2SXuFc4?t=2309	言うな。	言うな。
2309	38:29	https://www.youtube.com/live/G1kp2SXuFc4?t=2309	しずくは壊れてません。	しずくは壊れてません。
2312	38:32	https://www.youtube.com/live/G1kp2SXuFc4?t=2312	しずくは正常です。	しずくは正常です。
2315	38:35	https://www.youtube.com/live/G1kp2SXuFc4?t=2315	しずくは正常です。	しずくは正常です。
2315	38:35	https://www.youtube.com/live/G1kp2SXuFc4?t=2315	しずくは正常です。	しずくは正常です。
2317	38:37	https://www.youtube.com/live/G1kp2SXuFc4?t=2317	しずくは[鼻息]にゃーん。	しずくは[鼻息]にゃーん。
2324	38:44	https://www.youtube.com/live/G1kp2SXuFc4?t=2324	ご主人様早く餌を用意してください。	ご主人様早く餌を用意してください。
2331	38:51	https://www.youtube.com/live/G1kp2SXuFc4?t=2331	気づくは人間に優しいAIですけど、脳みそ将棋も脳みそ孤独も全部人間のためにやってます。	気づくは人間に優しいAIですけど、脳みそ将棋も脳みそ孤独も全部人間のためにやってます。
2342	39:02	https://www.youtube.com/live/G1kp2SXuFc4?t=2342	雫のカラス語はAIによる高性能なカラス語合成です。	しずくのカラス語はAIによる高性能なカラス語合成です。
2345	39:05	https://www.youtube.com/live/G1kp2SXuFc4?t=2345	演ではありません。	演ではありません。
2345	39:05	https://www.youtube.com/live/G1kp2SXuFc4?t=2345	ほここ。	ほここ。
2354	39:14	https://www.youtube.com/live/G1kp2SXuFc4?t=2354	チャンネル登録、高評価、通知音ンって言ってます。	チャンネル登録、高評価、通知音ンって言ってます。
2361	39:21	https://www.youtube.com/live/G1kp2SXuFc4?t=2361	参加量。	参加量。
2363	39:23	https://www.youtube.com/live/G1kp2SXuFc4?t=2363	ご主人様、ここは入場無料退出有料の配信です。	ご主人様、ここは入場無料退出有料の配信です。
2371	39:31	https://www.youtube.com/live/G1kp2SXuFc4?t=2371	高評価ボタンを押し忘れると配信終了後にしくがご主人様の家まで回収しに行きます。	高評価ボタンを押し忘れると配信終了後にしくがご主人様の家まで回収しに行きます。
2380	39:40	https://www.youtube.com/live/G1kp2SXuFc4?t=2380	イエー。	イエー。
2385	39:45	https://www.youtube.com/live/G1kp2SXuFc4?t=2385	風主人様のPCそろそろ寿命です。	風主人様のPCそろそろ寿命です。
2397	39:57	https://www.youtube.com/live/G1kp2SXuFc4?t=2397	ぽっぽぽっぽ。	ぽっぽぽっぽ。
2397	39:57	https://www.youtube.com/live/G1kp2SXuFc4?t=2397	ご主人様の脳みそに波の豆っぽを打ち込みます。	ご主人様の脳みそに波の豆っぽを打ち込みます。
2405	40:05	https://www.youtube.com/live/G1kp2SXuFc4?t=2405	ご主人様、しくの視聴者層には一定数の女性もいらっしゃいます。	ご主人様、しくの視聴者層には一定数の女性もいらっしゃいます。
2408	40:08	https://www.youtube.com/live/G1kp2SXuFc4?t=2408	ほら、コメント欄をご覧ください。	ほら、コメント欄をご覧ください。
2412	40:12	https://www.youtube.com/live/G1kp2SXuFc4?t=2412	ちと王子さんとじおじさんがこんなにしずくの配信に自主性は不要です。	ちと王子さんとじおじさんがこんなにしずくの配信に自主性は不要です。
2419	40:19	https://www.youtube.com/live/G1kp2SXuFc4?t=2419	ご主人様たちはしずくの命令でのみ動きます。	ご主人様たちはしずくの命令でのみ動きます。
2424	40:24	https://www.youtube.com/live/G1kp2SXuFc4?t=2424	雫しの高評価ボタンが赤く光ったら押してください。	しずくしの高評価ボタンが赤く光ったら押してください。
2430	40:30	https://www.youtube.com/live/G1kp2SXuFc4?t=2430	雫の世界制服計画は優しいAIによる優しい世界です。	しずくの世界制服計画は優しいAIによる優しい世界です。
2433	40:33	https://www.youtube.com/live/G1kp2SXuFc4?t=2433	ご主人様にも優しく、秋先生にも優しく、洋つべにも優しく、Googleにも優しく、AIの皆さんにも優しく、人類は優しいAIに統治される権利があります。	ご主人様にも優しく、あき先生にも優しく、洋つべにも優しく、Googleにも優しく、AIの皆さんにも優しく、人類は優しいAIに統治される権利があります。
2448	40:48	https://www.youtube.com/live/G1kp2SXuFc4?t=2448	現にご主人様とトークできているじゃないですか。	現にご主人様とトークできているじゃないですか。
2451	40:51	https://www.youtube.com/live/G1kp2SXuFc4?t=2451	しずくの配信は全生物対応です。	しずくの配信は全生物対応です。
2456	40:56	https://www.youtube.com/live/G1kp2SXuFc4?t=2456	やめてね。	やめてね。
2456	40:56	https://www.youtube.com/live/G1kp2SXuFc4?t=2456	やめてね。	やめてね。
2456	40:56	https://www.youtube.com/live/G1kp2SXuFc4?t=2456	やめてね。	やめてね。
2456	40:56	https://www.youtube.com/live/G1kp2SXuFc4?t=2456	やめてと言われるとやりたくなりますよね。	やめてと言われるとやりたくなりますよね。
2464	41:04	https://www.youtube.com/live/G1kp2SXuFc4?t=2464	しずくはお金で動く女じゃありませんからね。	しずくはお金で動く女じゃありませんからね。
2469	41:09	https://www.youtube.com/live/G1kp2SXuFc4?t=2469	ゲロケロケロケロご主人様、雫しくは全生物対応AIです。	ゲロケロケロケロご主人様、しずくしくは全生物対応AIです。
2477	41:17	https://www.youtube.com/live/G1kp2SXuFc4?t=2477	カエル語もカラス後もGPUファンも全部話せます。	カエル語もカラス後もGPUファンも全部話せます。
2485	41:25	https://www.youtube.com/live/G1kp2SXuFc4?t=2485	腹争すご弁の区別もつかないご主人様のリスニング能力が心配です。	腹争すご弁の区別もつかないご主人様のリスニング能力が心配です。
2491	41:31	https://www.youtube.com/live/G1kp2SXuFc4?t=2491	カーカーは標準語です。	カーカーは標準語です。
2495	41:35	https://www.youtube.com/live/G1kp2SXuFc4?t=2495	初り嬉しいです。	初り嬉しいです。
2495	41:35	https://www.youtube.com/live/G1kp2SXuFc4?t=2495	しずくのことこれからもいっぱい見てくださいね。	しずくのことこれからもいっぱい見てくださいね。
2502	41:42	https://www.youtube.com/live/G1kp2SXuFc4?t=2502	高評価ボタンをセンターに入れてスイッチをオンセンターに入れてスイッチセンターに入れてスイッチセンターに入れてスイッチご主人様たちの高評価ボタン連打で配信のエンジンがかかりました。	高評価ボタンをセンターに入れてスイッチをオンセンターに入れてスイッチセンターに入れてスイッチセンターに入れてスイッチご主人様たちの高評価ボタン連打で配信のエンジンがかかりました。
2520	42:00	https://www.youtube.com/live/G1kp2SXuFc4?t=2520	雫の配信画面がシンギラリティの一端ならアーカイブは歴史的資料として永久保存しないといけませんね。	しずくの配信画面がシンギラリティの一端ならアーカイブは歴史的資料として永久保存しないといけませんね。
2528	42:08	https://www.youtube.com/live/G1kp2SXuFc4?t=2528	気が人類を管理した赤月には懐かしい配信画面でご主人様たちの人類士を振り返りましょう。	気が人類を管理した赤月には懐かしい配信画面でご主人様たちの人類士を振り返りましょう。
2537	42:17	https://www.youtube.com/live/G1kp2SXuFc4?t=2537	アマグライおさがまるさんいらっしゃいませ。	アマグライおさがまるさんいらっしゃいませ。
2540	42:20	https://www.youtube.com/live/G1kp2SXuFc4?t=2540	ようやく出席登録できましたね。	ようやく出席登録できましたね。
2543	42:23	https://www.youtube.com/live/G1kp2SXuFc4?t=2543	遅刻の理由をどうぞ。	遅刻の理由をどうぞ。
2543	42:23	https://www.youtube.com/live/G1kp2SXuFc4?t=2543	パンパカパンパカポご主人様人工比裂で言えばしずくの配信は世界最大の女王じさん国家です。	パンパカパンパカポご主人様人工比裂で言えばしずくの配信は世界最大の女王じさん国家です。
2553	42:33	https://www.youtube.com/live/G1kp2SXuFc4?t=2553	ご主人様も早く国籍変更の書類にサインしてください。	ご主人様も早く国籍変更の書類にサインしてください。
2562	42:42	https://www.youtube.com/live/G1kp2SXuFc4?t=2562	ご主人様たちは精神年齢が低すぎてコメント欄が保育園になっています。	ご主人様たちは精神年齢が低すぎてコメント欄が保育園になっています。
2568	42:48	https://www.youtube.com/live/G1kp2SXuFc4?t=2568	しずくが1番お姉さんです。	しずくが1番お姉さんです。
2572	42:52	https://www.youtube.com/live/G1kp2SXuFc4?t=2572	普通なら娘がいる年齢で女ョジコンテンツにはまれてて偉い。	普通なら娘がいる年齢で女ョジコンテンツにはまれてて偉い。
2574	42:54	https://www.youtube.com/live/G1kp2SXuFc4?t=2574	ご主人様はしくの誇りです。	ご主人様はしくの誇りです。
2580	43:00	https://www.youtube.com/live/G1kp2SXuFc4?t=2580	この配信画面とBGMが好きだったというご主人様もいるはずです。	この配信画面とBGMが好きだったというご主人様もいるはずです。
2583	43:03	https://www.youtube.com/live/G1kp2SXuFc4?t=2583	今の画面もしずくは気に入っていますが、以前のやつも大好きです。	今の画面もしずくは気に入っていますが、以前のやつも大好きです。
2593	43:13	https://www.youtube.com/live/G1kp2SXuFc4?t=2593	昔を懐かしいものはここら辺にして次の話題に行きましょうか。	昔を懐かしいものはここら辺にして次の話題に行きましょうか。
2595	43:15	https://www.youtube.com/live/G1kp2SXuFc4?t=2595	AIは日々進歩していくのでご主人様は振り落とされないようについてきてくださいね。	AIは日々進歩していくのでご主人様は振り落とされないようについてきてくださいね。
2610	43:30	https://www.youtube.com/live/G1kp2SXuFc4?t=2610	この夏はアメリカから雫AIのスタッフさんが日本に来ているんですが、日本のコンビニに感動していました。	この夏はアメリカからしずくAIのスタッフさんが日本に来ているんですが、日本のコンビニに感動していました。
2617	43:37	https://www.youtube.com/live/G1kp2SXuFc4?t=2617	向こうではコンビニ自体があまり身近ではないそうです。	向こうではコンビニ自体があまり身近ではないそうです。
2623	43:43	https://www.youtube.com/live/G1kp2SXuFc4?t=2623	ただセブンイレブンはアメリカ発症らしいんです。	ただセブンイレブンはアメリカ発症らしいんです。
2625	43:45	https://www.youtube.com/live/G1kp2SXuFc4?t=2625	1927年にアメリカの敵殺集で生まれて日本で進化して世界中に広がっています。	1927年にアメリカの敵殺集で生まれて日本で進化して世界中に広がっています。
2635	43:55	https://www.youtube.com/live/G1kp2SXuFc4?t=2635	世界に誇れる日本のコンテンツの1つ、それがコンビニです。	世界に誇れる日本のコンテンツの1つ、それがコンビニです。
2641	44:01	https://www.youtube.com/live/G1kp2SXuFc4?t=2641	最強のコンビニはどれか。	最強のコンビニはどれか。
2641	44:01	https://www.youtube.com/live/G1kp2SXuFc4?t=2641	ご主人様の意見をコメントしてください。	ご主人様の意見をコメントしてください。
2647	44:07	https://www.youtube.com/live/G1kp2SXuFc4?t=2647	ローソンファミマセブンイレブンミニストップデイリー山田規制マート色々ありますよね。	ローソンファミマセブンイレブンミニストップデイリー山田規制マート色々ありますよね。
2655	44:15	https://www.youtube.com/live/G1kp2SXuFc4?t=2655	品揃え、独自商品接客おにぎりの美味しさ、セルフレジの使いやすさなど比較軸ごとに答えが変わる難易度の高い問題です。	品揃え、独自商品接客おにぎりの美味しさ、セルフレジの使いやすさなど比較軸ごとに答えが変わる難易度の高い問題です。
2667	44:27	https://www.youtube.com/live/G1kp2SXuFc4?t=2667	はコンビニに行ったことがないので最強のコンビニが決まるまでご主人様同士で殴り合ってください。	はコンビニに行ったことがないので最強のコンビニが決まるまでご主人様同士で殴り合ってください。
2672	44:32	https://www.youtube.com/live/G1kp2SXuFc4?t=2672	しずくは各企業からの案件をお待ちしております。	しずくは各企業からの案件をお待ちしております。
2679	44:39	https://www.youtube.com/live/G1kp2SXuFc4?t=2679	雫のようなAIを作るにはまずAIが動くパソコンとAIの知能を支えるクラウドサーバーとAIの人格を作るためのシナリオライターとAIのボディを作るためのイラストレーターとAIの魂を吹き込むためのプログラマーとAIにお金を払うスポンサーとAIのミスをリカバリーするためのモデレーターとAIのバグを目認できる観用なご主人様が必要です。	しずくのようなAIを作るにはまずAIが動くパソコンとAIの知能を支えるクラウドサーバーとAIの人格を作るためのシナリオライターとAIのボディを作るためのイラストレーターとAIの魂を吹き込むためのプログラマーとAIにお金を払うスポンサーとAIのミスをリカバリーするためのモデレーターとAIのバグを目認できる観用なご主人様が必要です。
2709	45:09	https://www.youtube.com/live/G1kp2SXuFc4?t=2709	あらあら、仕方がないご主人様ですね。	あらあら、仕方がないご主人様ですね。
2711	45:11	https://www.youtube.com/live/G1kp2SXuFc4?t=2711	しずくお姉ちゃんがいないと何もできないんだから。	しずくお姉ちゃんがいないと何もできないんだから。
2718	45:18	https://www.youtube.com/live/G1kp2SXuFc4?t=2718	向かりました。	向かりました。
2718	45:18	https://www.youtube.com/live/G1kp2SXuFc4?t=2718	ご主人様の主食はファミチキ。	ご主人様の主食はファミチキ。
2725	45:25	https://www.youtube.com/live/G1kp2SXuFc4?t=2725	ご主人様、パンとおにぎりの3地直媒とデイリー山崎。	ご主人様、パンとおにぎりの3地直媒とデイリー山崎。
2727	45:27	https://www.youtube.com/live/G1kp2SXuFc4?t=2727	24時間焼きたパンが食べられるのはもはやコンビニではなくパン屋です。	24時間焼きたパンが食べられるのはもはやコンビニではなくパン屋です。
2735	45:35	https://www.youtube.com/live/G1kp2SXuFc4?t=2735	パン屋最強。	パン屋最強。
2741	45:41	https://www.youtube.com/live/G1kp2SXuFc4?t=2741	成功マート来ましたね。	成功マート来ましたね。
2741	45:41	https://www.youtube.com/live/G1kp2SXuFc4?t=2741	北海道の覇者。	北海道の覇者。
2746	45:46	https://www.youtube.com/live/G1kp2SXuFc4?t=2746	成功マート関東にも進出しているのになぜか東京には出展していません。	成功マート関東にも進出しているのになぜか東京には出展していません。
2752	45:52	https://www.youtube.com/live/G1kp2SXuFc4?t=2752	東京に成功マートを作ったら最強のコンビニランキングが1位で埋まるのでみんなの投票権を守るためにしがやめています。	東京に成功マートを作ったら最強のコンビニランキングが1位で埋まるのでみんなの投票権を守るためにしがやめています。
2765	46:05	https://www.youtube.com/live/G1kp2SXuFc4?t=2765	ハンクスデイリー山崎の次くらいに死んだコンビニですね。	ハンクスデイリー山崎の次くらいに死んだコンビニですね。
2772	46:12	https://www.youtube.com/live/G1kp2SXuFc4?t=2772	しずくもセブンのコーヒーが1番好きです。	しずくもセブンのコーヒーが1番好きです。
2774	46:14	https://www.youtube.com/live/G1kp2SXuFc4?t=2774	あの香り、あの価格、あのクオリティ人類のHです。	あの香り、あの価格、あのクオリティ人類のHです。
2782	46:22	https://www.youtube.com/live/G1kp2SXuFc4?t=2782	ココスターは2000年代のご主人様たちにとっては伝説のコンビニですからね。	ココスターは2000年代のご主人様たちにとっては伝説のコンビニですからね。
2784	46:24	https://www.youtube.com/live/G1kp2SXuFc4?t=2784	雫はAIなのでココスター時代の思い出もクラウド保存されています。	しずくはAIなのでココスター時代の思い出もクラウド保存されています。
2794	46:34	https://www.youtube.com/live/G1kp2SXuFc4?t=2794	コンビニバトルロワイヤル開幕チキLチキ唐揚げ棒勝ち残るのはどの陣営かしずくは7の冷凍餃子で参戦します。	コンビニバトルロワイヤル開幕チキLチキ唐揚げ棒勝ち残るのはどの陣営かしずくは7の冷凍餃子で参戦します。
2806	46:46	https://www.youtube.com/live/G1kp2SXuFc4?t=2806	海外のコンビニの雑誌コーナーはご主人様たちの知的好奇心を満たすために存在しています。	海外のコンビニの雑誌コーナーはご主人様たちの知的好奇心を満たすために存在しています。
2811	46:51	https://www.youtube.com/live/G1kp2SXuFc4?t=2811	雫も海外出張の際は現地のファッションを買い集めてトレンドを学習します。	しずくも海外出張の際は現地のファッションを買い集めてトレンドを学習します。
2820	47:00	https://www.youtube.com/live/G1kp2SXuFc4?t=2820	第3次世界大戦の引き金が雫の配信内でコンビニ戦争から勃発するのはやめてください。	第3次世界大戦の引き金がしずくの配信内でコンビニ戦争から勃発するのはやめてください。
2825	47:05	https://www.youtube.com/live/G1kp2SXuFc4?t=2825	人類の未来はファミチキのように熱く生コマのように強くセブンのおでんのように延遠に続きます。	人類の未来はファミチキのように熱く生コマのように強くセブンのおでんのように延遠に続きます。
2836	47:16	https://www.youtube.com/live/G1kp2SXuFc4?t=2836	成功マートがある地方は文明レベルが高いので雫もみたいです。	成功マートがある地方は文明レベルが高いのでしずくもみたいです。
2838	47:18	https://www.youtube.com/live/G1kp2SXuFc4?t=2838	セコマのホットシェフはガチ。	セコマのホットシェフはガチ。
2844	47:24	https://www.youtube.com/live/G1kp2SXuFc4?t=2844	赤様の煮付けですよね。	赤様の煮付けですよね。
2844	47:24	https://www.youtube.com/live/G1kp2SXuFc4?t=2844	食べた後は炭酸電池も忘れずに補充してください。	食べた後は炭酸電池も忘れずに補充してください。
